banco;valor_imovel;taxa;prazo;slug;cet;ltv;prazo_maximo
Banco Inter;1300000;9.5;420;simulador-banco-inter-1300-mil-420-meses;9.65;80;360
Banco Inter;1350000;9.5;360;simulador-banco-inter-1350-mil-360-meses;9.65;80;360
Banco Inter;1350000;9.5;420;simulador-banco-inter-1350-mil-420-meses;9.65;80;360
Banco Inter;1400000;9.5;360;simulador-banco-inter-1400-mil-360-meses;9.65;80;360
Banco Inter;1400000;9.5;420;simulador-banco-inter-1400-mil-420-meses;9.65;80;360
Banco Inter;1450000;9.5;360;simulador-banco-inter-1450-mil-360-meses;9.65;80;360
Banco Inter;1450000;9.5;420;simulador-banco-inter-1450-mil-420-meses;9.65;80;360
Banco Inter;1500000;9.5;360;simulador-banco-inter-1500-mil-360-meses;9.65;80;360
Banco Inter;1500000;9.5;420;simulador-banco-inter-1500-mil-420-meses;9.65;80;360
Banrisul;150000;11.6;360;simulador-banrisul-150-mil-360-meses;11.75;75;360
Banrisul;150000;11.6;420;simulador-banrisul-150-mil-420-meses;11.75;75;360
Banrisul;200000;11.6;360;simulador-banrisul-200-mil-360-meses;11.75;75;360
Banrisul;200000;11.6;420;simulador-banrisul-200-mil-420-meses;11.75;75;360
Banrisul;250000;11.6;360;simulador-banrisul-250-mil-360-meses;11.75;75;360
Banrisul;250000;11.6;420;simulador-banrisul-250-mil-420-meses;11.75;75;360
Banrisul;300000;11.6;360;simulador-banrisul-300-mil-360-meses;11.75;75;360
Banrisul;300000;11.6;420;simulador-banrisul-300-mil-420-meses;11.75;75;360
Banrisul;350000;11.6;360;simulador-banrisul-350-mil-360-meses;11.75;75;360
Banrisul;350000;11.6;420;simulador-banrisul-350-mil-420-meses;11.75;75;360
Banrisul;400000;11.6;360;simulador-banrisul-400-mil-360-meses;11.75;75;360
Banrisul;400000;11.6;420;simulador-banrisul-400-mil-420-meses;11.75;75;360
Banrisul;450000;11.6;360;simulador-banrisul-450-mil-360-meses;11.75;75;360
Banrisul;450000;11.6;420;simulador-banrisul-450-mil-420-meses;11.75;75;360
Banrisul;500000;11.6;360;simulador-banrisul-500-mil-360-meses;11.75;75;360
Banrisul;500000;11.6;420;simulador-banrisul-500-mil-420-meses;11.75;75;360
Banrisul;550000;11.6;360;simulador-banrisul-550-mil-360-meses;11.75;75;360
Banrisul;550000;11.6;420;simulador-banrisul-550-mil-420-meses;11.75;75;360
Banrisul;600000;11.6;360;simulador-banrisul-600-mil-360-meses;11.75;75;360
Banrisul;600000;11.6;420;simulador-banrisul-600-mil-420-meses;11.75;75;360
Banrisul;650000;11.6;360;simulador-banrisul-650-mil-360-meses;11.75;75;360
Banrisul;650000;11.6;420;simulador-banrisul-650-mil-420-meses;11.75;75;360
Banrisul;700000;11.6;360;simulador-banrisul-700-mil-360-meses;11.75;75;360
Banrisul;700000;11.6;420;simulador-banrisul-700-mil-420-meses;11.75;75;360
Banrisul;750000;11.6;360;simulador-banrisul-750-mil-360-meses;11.75;75;360
Banrisul;750000;11.6;420;simulador-banrisul-750-mil-420-meses;11.75;75;360
Banrisul;800000;11.6;360;simulador-banrisul-800-mil-360-meses;11.75;75;360
Banrisul;800000;11.6;420;simulador-banrisul-800-mil-420-meses;11.75;75;360
Banrisul;850000;11.6;360;simulador-banrisul-850-mil-360-meses;11.75;75;360
Banrisul;850000;11.6;420;simulador-banrisul-850-mil-420-meses;11.75;75;360
Banrisul;900000;11.6;360;simulador-banrisul-900-mil-360-meses;11.75;75;360
Banrisul;900000;11.6;420;simulador-banrisul-900-mil-420-meses;11.75;75;360
Banrisul;950000;11.6;360;simulador-banrisul-950-mil-360-meses;11.75;75;360
Banrisul;950000;11.6;420;simulador-banrisul-950-mil-420-meses;11.75;75;360
Banrisul;1000000;11.6;360;simulador-banrisul-1000-mil-360-meses;11.75;75;360
Banrisul;1000000;11.6;420;simulador-banrisul-1000-mil-420-meses;11.75;75;360
Banrisul;1050000;11.6;360;simulador-banrisul-1050-mil-360-meses;11.75;75;360
Banrisul;1050000;11.6;420;simulador-banrisul-1050-mil-420-meses;11.75;75;360
Banrisul;1100000;11.6;360;simulador-banrisul-1100-mil-360-meses;11.75;75;360
Banrisul;1100000;11.6;420;simulador-banrisul-1100-mil-420-meses;11.75;75;360
Banrisul;1150000;11.6;360;simulador-banrisul-1150-mil-360-meses;11.75;75;360
Banrisul;1150000;11.6;420;simulador-banrisul-1150-mil-420-meses;11.75;75;360
Banrisul;1200000;11.6;360;simulador-banrisul-1200-mil-360-meses;11.75;75;360
Banrisul;1200000;11.6;420;simulador-banrisul-1200-mil-420-meses;11.75;75;360
Banrisul;1250000;11.6;360;simulador-banrisul-1250-mil-360-meses;11.75;75;360
Banrisul;1250000;11.6;420;simulador-banrisul-1250-mil-420-meses;11.75;75;360
Banrisul;1300000;11.6;360;simulador-banrisul-1300-mil-360-meses;11.75;75;360
Banrisul;1300000;11.6;420;simulador-banrisul-1300-mil-420-meses;11.75;75;360
Banrisul;1350000;11.6;360;simulador-banrisul-1350-mil-360-meses;11.75;75;360
Banrisul;1350000;11.6;420;simulador-banrisul-1350-mil-420-meses;11.75;75;360
Banrisul;1400000;11.6;360;simulador-banrisul-1400-mil-360-meses;11.75;75;360
Banrisul;1400000;11.6;420;simulador-banrisul-1400-mil-420-meses;11.75;75;360
Banrisul;1450000;11.6;360;simulador-banrisul-1450-mil-360-meses;11.75;75;360
Banrisul;1450000;11.6;420;simulador-banrisul-1450-mil-420-meses;11.75;75;360
Banrisul;1500000;11.6;360;simulador-banrisul-1500-mil-360-meses;11.75;75;360
Banrisul;1500000;11.6;420;simulador-banrisul-1500-mil-420-meses;11.75;75;360
BRB;150000;11.25;360;simulador-brb-150-mil-360-meses;11.4;80;420
BRB;150000;11.25;420;simulador-brb-150-mil-420-meses;11.4;80;420
BRB;200000;11.25;360;simulador-brb-200-mil-360-meses;11.4;80;420
BRB;200000;11.25;420;simulador-brb-200-mil-420-meses;11.4;80;420
BRB;250000;11.25;360;simulador-brb-250-mil-360-meses;11.4;80;420
BRB;250000;11.25;420;simulador-brb-250-mil-420-meses;11.4;80;420
BRB;300000;11.25;360;simulador-brb-300-mil-360-meses;11.4;80;420
BRB;300000;11.25;420;simulador-brb-300-mil-420-meses;11.4;80;420
BRB;350000;11.25;360;simulador-brb-350-mil-360-meses;11.4;80;420
BRB;350000;11.25;420;simulador-brb-350-mil-420-meses;11.4;80;420
BRB;400000;11.25;360;simulador-brb-400-mil-360-meses;11.4;80;420
BRB;400000;11.25;420;simulador-brb-400-mil-420-meses;11.4;80;420
BRB;450000;11.25;360;simulador-brb-450-mil-360-meses;11.4;80;420
BRB;450000;11.25;420;simulador-brb-450-mil-420-meses;11.4;80;420
BRB;500000;11.25;360;simulador-brb-500-mil-360-meses;11.4;80;420
BRB;500000;11.25;420;simulador-brb-500-mil-420-meses;11.4;80;420
BRB;550000;11.25;360;simulador-brb-550-mil-360-meses;11.4;80;420
BRB;550000;11.25;420;simulador-brb-550-mil-420-meses;11.4;80;420
BRB;600000;11.25;360;simulador-brb-600-mil-360-meses;11.4;80;420
BRB;600000;11.25;420;simulador-brb-600-mil-420-meses;11.4;80;420
BRB;650000;11.25;360;simulador-brb-650-mil-360-meses;11.4;80;420
BRB;650000;11.25;420;simulador-brb-650-mil-420-meses;11.4;80;420
BRB;700000;11.25;360;simulador-brb-700-mil-360-meses;11.4;80;420
BRB;700000;11.25;420;simulador-brb-700-mil-420-meses;11.4;80;420
BRB;750000;11.25;360;simulador-brb-750-mil-360-meses;11.4;80;420
BRB;750000;11.25;420;simulador-brb-750-mil-420-meses;11.4;80;420
BRB;800000;11.25;360;simulador-brb-800-mil-360-meses;11.4;80;420
BRB;800000;11.25;420;simulador-brb-800-mil-420-meses;11.4;80;420
BRB;850000;11.25;360;simulador-brb-850-mil-360-meses;11.4;80;420
BRB;850000;11.25;420;simulador-brb-850-mil-420-meses;11.4;80;420
BRB;900000;11.25;360;simulador-brb-900-mil-360-meses;11.4;80;420
BRB;900000;11.25;420;simulador-brb-900-mil-420-meses;11.4;80;420
BRB;950000;11.25;360;simulador-brb-950-mil-360-meses;11.4;80;420
BRB;950000;11.25;420;simulador-brb-950-mil-420-meses;11.4;80;420
BRB;1000000;11.25;360;simulador-brb-1000-mil-360-meses;11.4;80;420
BRB;1000000;11.25;420;simulador-brb-1000-mil-420-meses;11.4;80;420
BRB;1050000;11.25;360;simulador-brb-1050-mil-360-meses;11.4;80;420
BRB;1050000;11.25;420;simulador-brb-1050-mil-420-meses;11.4;80;420
BRB;1100000;11.25;360;simulador-brb-1100-mil-360-meses;11.4;80;420
BRB;1100000;11.25;420;simulador-brb-1100-mil-420-meses;11.4;80;420
BRB;1150000;11.25;360;simulador-brb-1150-mil-360-meses;11.4;80;420
BRB;1150000;11.25;420;simulador-brb-1150-mil-420-meses;11.4;80;420
BRB;1200000;11.25;360;simulador-brb-1200-mil-360-meses;11.4;80;420
BRB;1200000;11.25;420;simulador-brb-1200-mil-420-meses;11.4;80;420
BRB;1250000;11.25;360;simulador-brb-1250-mil-360-meses;11.4;80;420
BRB;1250000;11.25;420;simulador-brb-1250-mil-420-meses;11.4;80;420
BRB;1300000;11.25;360;simulador-brb-1300-mil-360-meses;11.4;80;420
BRB;1300000;11.25;420;simulador-brb-1300-mil-420-meses;11.4;80;420
BRB;1350000;11.25;360;simulador-brb-1350-mil-360-meses;11.4;80;420
BRB;1350000;11.25;420;simulador-brb-1350-mil-420-meses;11.4;80;420
BRB;1400000;11.25;360;simulador-brb-1400-mil-360-meses;11.4;80;420
BRB;1400000;11.25;420;simulador-brb-1400-mil-420-meses;11.4;80;420
BRB;1450000;11.25;360;simulador-brb-1450-mil-360-meses;11.4;80;420
BRB;1450000;11.25;420;simulador-brb-1450-mil-420-meses;11.4;80;420
BRB;1500000;11.25;360;simulador-brb-1500-mil-360-meses;11.4;80;420
BRB;1500000;11.25;420;simulador-brb-1500-mil-420-meses;11.4;80;420
Sicredi;150000;11.5;360;simulador-sicredi-150-mil-360-meses;11.65;80;360
Sicredi;150000;11.5;420;simulador-sicredi-150-mil-420-meses;11.65;80;360
Sicredi;200000;11.5;360;simulador-sicredi-200-mil-360-meses;11.65;80;360
Sicredi;200000;11.5;420;simulador-sicredi-200-mil-420-meses;11.65;80;360
Sicredi;250000;11.5;360;simulador-sicredi-250-mil-360-meses;11.65;80;360
Sicredi;250000;11.5;420;simulador-sicredi-250-mil-420-meses;11.65;80;360
Sicredi;300000;11.5;360;simulador-sicredi-300-mil-360-meses;11.65;80;360
Sicredi;300000;11.5;420;simulador-sicredi-300-mil-420-meses;11.65;80;360
Sicredi;350000;11.5;360;simulador-sicredi-350-mil-360-meses;11.65;80;360
Sicredi;350000;11.5;420;simulador-sicredi-350-mil-420-meses;11.65;80;360
Sicredi;400000;11.5;360;simulador-sicredi-400-mil-360-meses;11.65;80;360
Sicredi;400000;11.5;420;simulador-sicredi-400-mil-420-meses;11.65;80;360
Sicredi;450000;11.5;360;simulador-sicredi-450-mil-360-meses;11.65;80;360
Sicredi;450000;11.5;420;simulador-sicredi-450-mil-420-meses;11.65;80;360
Sicredi;500000;11.5;360;simulador-sicredi-500-mil-360-meses;11.65;80;360
Sicredi;500000;11.5;420;simulador-sicredi-500-mil-420-meses;11.65;80;360
Sicredi;550000;11.5;360;simulador-sicredi-550-mil-360-meses;11.65;80;360
Sicredi;550000;11.5;420;simulador-sicredi-550-mil-420-meses;11.65;80;360
Sicredi;600000;11.5;360;simulador-sicredi-600-mil-360-meses;11.65;80;360
Sicredi;600000;11.5;420;simulador-sicredi-600-mil-420-meses;11.65;80;360
Sicredi;650000;11.5;360;simulador-sicredi-650-mil-360-meses;11.65;80;360
Sicredi;650000;11.5;420;simulador-sicredi-650-mil-420-meses;11.65;80;360
Sicredi;700000;11.5;360;simulador-sicredi-700-mil-360-meses;11.65;80;360
Sicredi;700000;11.5;420;simulador-sicredi-700-mil-420-meses;11.65;80;360
Sicredi;750000;11.5;360;simulador-sicredi-750-mil-360-meses;11.65;80;360
Sicredi;750000;11.5;420;simulador-sicredi-750-mil-420-meses;11.65;80;360
Sicredi;800000;11.5;360;simulador-sicredi-800-mil-360-meses;11.65;80;360
Sicredi;800000;11.5;420;simulador-sicredi-800-mil-420-meses;11.65;80;360
Sicredi;850000;11.5;360;simulador-sicredi-850-mil-360-meses;11.65;80;360
Sicredi;850000;11.5;420;simulador-sicredi-850-mil-420-meses;11.65;80;360
Sicredi;900000;11.5;360;simulador-sicredi-900-mil-360-meses;11.65;80;360
Sicredi;900000;11.5;420;simulador-sicredi-900-mil-420-meses;11.65;80;360
Sicredi;950000;11.5;360;simulador-sicredi-950-mil-360-meses;11.65;80;360
Sicredi;950000;11.5;420;simulador-sicredi-950-mil-420-meses;11.65;80;360
Sicredi;1000000;11.5;360;simulador-sicredi-1000-mil-360-meses;11.65;80;360
Sicredi;1000000;11.5;420;simulador-sicredi-1000-mil-420-meses;11.65;80;360
Sicredi;1050000;11.5;360;simulador-sicredi-1050-mil-360-meses;11.65;80;360
Sicredi;1050000;11.5;420;simulador-sicredi-1050-mil-420-meses;11.65;80;360
Sicredi;1100000;11.5;360;simulador-sicredi-1100-mil-360-meses;11.65;80;360
Sicredi;1100000;11.5;420;simulador-sicredi-1100-mil-420-meses;11.65;80;360
Sicredi;1150000;11.5;360;simulador-sicredi-1150-mil-360-meses;11.65;80;360
Sicredi;1150000;11.5;420;simulador-sicredi-1150-mil-420-meses;11.65;80;360
Sicredi;1200000;11.5;360;simulador-sicredi-1200-mil-360-meses;11.65;80;360
Sicredi;1200000;11.5;420;simulador-sicredi-1200-mil-420-meses;11.65;80;360
Sicredi;1250000;11.5;360;simulador-sicredi-1250-mil-360-meses;11.65;80;360
Sicredi;1250000;11.5;420;simulador-sicredi-1250-mil-420-meses;11.65;80;360
Sicredi;1300000;11.5;360;simulador-sicredi-1300-mil-360-meses;11.65;80;360
Sicredi;1300000;11.5;420;simulador-sicredi-1300-mil-420-meses;11.65;80;360
Sicredi;1350000;11.5;360;simulador-sicredi-1350-mil-360-meses;11.65;80;360
Sicredi;1350000;11.5;420;simulador-sicredi-1350-mil-420-meses;11.65;80;360
Sicredi;1400000;11.5;360;simulador-sicredi-1400-mil-360-meses;11.65;80;360
Sicredi;1400000;11.5;420;simulador-sicredi-1400-mil-420-meses;11.65;80;360
Sicredi;1450000;11.5;360;simulador-sicredi-1450-mil-360-meses;11.65;80;360
Sicredi;1450000;11.5;420;simulador-sicredi-1450-mil-420-meses;11.65;80;360
Sicredi;1500000;11.5;360;simulador-sicredi-1500-mil-360-meses;11.65;80;360
Sicredi;1500000;11.5;420;simulador-sicredi-1500-mil-420-meses;11.65;80;360
Sicoob;150000;11.5;360;simulador-sicoob-150-mil-360-meses;11.65;80;360
Sicoob;150000;11.5;420;simulador-sicoob-150-mil-420-meses;11.65;80;360
Sicoob;200000;11.5;360;simulador-sicoob-200-mil-360-meses;11.65;80;360
Sicoob;200000;11.5;420;simulador-sicoob-200-mil-420-meses;11.65;80;360
Sicoob;250000;11.5;360;simulador-sicoob-250-mil-360-meses;11.65;80;360
Sicoob;250000;11.5;420;simulador-sicoob-250-mil-420-meses;11.65;80;360
Sicoob;300000;11.5;360;simulador-sicoob-300-mil-360-meses;11.65;80;360
Sicoob;300000;11.5;420;simulador-sicoob-300-mil-420-meses;11.65;80;360
Sicoob;350000;11.5;360;simulador-sicoob-350-mil-360-meses;11.65;80;360
Sicoob;350000;11.5;420;simulador-sicoob-350-mil-420-meses;11.65;80;360
Sicoob;400000;11.5;360;simulador-sicoob-400-mil-360-meses;11.65;80;360
Sicoob;400000;11.5;420;simulador-sicoob-400-mil-420-meses;11.65;80;360
Sicoob;450000;11.5;360;simulador-sicoob-450-mil-360-meses;11.65;80;360
Sicoob;450000;11.5;420;simulador-sicoob-450-mil-420-meses;11.65;80;360
Sicoob;500000;11.5;360;simulador-sicoob-500-mil-360-meses;11.65;80;360
Sicoob;500000;11.5;420;simulador-sicoob-500-mil-420-meses;11.65;80;360
Sicoob;550000;11.5;360;simulador-sicoob-550-mil-360-meses;11.65;80;360
Sicoob;550000;11.5;420;simulador-sicoob-550-mil-420-meses;11.65;80;360
Sicoob;600000;11.5;360;simulador-sicoob-600-mil-360-meses;11.65;80;360
Sicoob;600000;11.5;420;simulador-sicoob-600-mil-420-meses;11.65;80;360
Sicoob;650000;11.5;360;simulador-sicoob-650-mil-360-meses;11.65;80;360
Sicoob;650000;11.5;420;simulador-sicoob-650-mil-420-meses;11.65;80;360
Sicoob;700000;11.5;360;simulador-sicoob-700-mil-360-meses;11.65;80;360
Sicoob;700000;11.5;420;simulador-sicoob-700-mil-420-meses;11.65;80;360
Sicoob;750000;11.5;360;simulador-sicoob-750-mil-360-meses;11.65;80;360
Sicoob;750000;11.5;420;simulador-sicoob-750-mil-420-meses;11.65;80;360
Sicoob;800000;11.5;360;simulador-sicoob-800-mil-360-meses;11.65;80;360
Sicoob;800000;11.5;420;simulador-sicoob-800-mil-420-meses;11.65;80;360
Sicoob;850000;11.5;360;simulador-sicoob-850-mil-360-meses;11.65;80;360
Sicoob;850000;11.5;420;simulador-sicoob-850-mil-420-meses;11.65;80;360
Sicoob;900000;11.5;360;simulador-sicoob-900-mil-360-meses;11.65;80;360
Sicoob;900000;11.5;420;simulador-sicoob-900-mil-420-meses;11.65;80;360
Sicoob;950000;11.5;360;simulador-sicoob-950-mil-360-meses;11.65;80;360
Sicoob;950000;11.5;420;simulador-sicoob-950-mil-420-meses;11.65;80;360
Sicoob;1000000;11.5;360;simulador-sicoob-1000-mil-360-meses;11.65;80;360
Sicoob;1000000;11.5;420;simulador-sicoob-1000-mil-420-meses;11.65;80;360
Sicoob;1050000;11.5;360;simulador-sicoob-1050-mil-360-meses;11.65;80;360
Sicoob;1050000;11.5;420;simulador-sicoob-1050-mil-420-meses;11.65;80;360
Sicoob;1100000;11.5;360;simulador-sicoob-1100-mil-360-meses;11.65;80;360
Sicoob;1100000;11.5;420;simulador-sicoob-1100-mil-420-meses;11.65;80;360
Sicoob;1150000;11.5;360;simulador-sicoob-1150-mil-360-meses;11.65;80;360
Sicoob;1150000;11.5;420;simulador-sicoob-1150-mil-420-meses;11.65;80;360
Sicoob;1200000;11.5;360;simulador-sicoob-1200-mil-360-meses;11.65;80;360
Sicoob;1200000;11.5;420;simulador-sicoob-1200-mil-420-meses;11.65;80;360
Sicoob;1250000;11.5;360;simulador-sicoob-1250-mil-360-meses;11.65;80;360
Sicoob;1250000;11.5;420;simulador-sicoob-1250-mil-420-meses;11.65;80;360
Sicoob;1300000;11.5;360;simulador-sicoob-1300-mil-360-meses;11.65;80;360
Sicoob;1300000;11.5;420;simulador-sicoob-1300-mil-420-meses;11.65;80;360
Sicoob;1350000;11.5;360;simulador-sicoob-1350-mil-360-meses;11.65;80;360
Sicoob;1350000;11.5;420;simulador-sicoob-1350-mil-420-meses;11.65;80;360
Sicoob;1400000;11.5;360;simulador-sicoob-1400-mil-360-meses;11.65;80;360
Sicoob;1400000;11.5;420;simulador-sicoob-1400-mil-420-meses;11.65;80;360
Sicoob;1450000;11.5;360;simulador-sicoob-1450-mil-360-meses;11.65;80;360
Sicoob;1450000;11.5;420;simulador-sicoob-1450-mil-420-meses;11.65;80;360
Sicoob;1500000;11.5;360;simulador-sicoob-1500-mil-360-meses;11.65;80;360
Sicoob;1500000;11.5;420;simulador-sicoob-1500-mil-420-meses;11.65;80;360
C6 Bank;150000;13.5;360;simulador-c6-bank-150-mil-360-meses;13.65;60;240
C6 Bank;150000;13.5;420;simulador-c6-bank-150-mil-420-meses;13.65;60;240
C6 Bank;200000;13.5;360;simulador-c6-bank-200-mil-360-meses;13.65;60;240
C6 Bank;200000;13.5;420;simulador-c6-bank-200-mil-420-meses;13.65;60;240
C6 Bank;250000;13.5;360;simulador-c6-bank-250-mil-360-meses;13.65;60;240
C6 Bank;250000;13.5;420;simulador-c6-bank-250-mil-420-meses;13.65;60;240
C6 Bank;300000;13.5;360;simulador-c6-bank-300-mil-360-meses;13.65;60;240
C6 Bank;300000;13.5;420;simulador-c6-bank-300-mil-420-meses;13.65;60;240
C6 Bank;350000;13.5;360;simulador-c6-bank-350-mil-360-meses;13.65;60;240
C6 Bank;350000;13.5;420;simulador-c6-bank-350-mil-420-meses;13.65;60;240
C6 Bank;400000;13.5;360;simulador-c6-bank-400-mil-360-meses;13.65;60;240
C6 Bank;400000;13.5;420;simulador-c6-bank-400-mil-420-meses;13.65;60;240
C6 Bank;450000;13.5;360;simulador-c6-bank-450-mil-360-meses;13.65;60;240
C6 Bank;450000;13.5;420;simulador-c6-bank-450-mil-420-meses;13.65;60;240
C6 Bank;500000;13.5;360;simulador-c6-bank-500-mil-360-meses;13.65;60;240
C6 Bank;500000;13.5;420;simulador-c6-bank-500-mil-420-meses;13.65;60;240
C6 Bank;550000;13.5;360;simulador-c6-bank-550-mil-360-meses;13.65;60;240
C6 Bank;550000;13.5;420;simulador-c6-bank-550-mil-420-meses;13.65;60;240
C6 Bank;600000;13.5;360;simulador-c6-bank-600-mil-360-meses;13.65;60;240
C6 Bank;600000;13.5;420;simulador-c6-bank-600-mil-420-meses;13.65;60;240
C6 Bank;650000;13.5;360;simulador-c6-bank-650-mil-360-meses;13.65;60;240
C6 Bank;650000;13.5;420;simulador-c6-bank-650-mil-420-meses;13.65;60;240
C6 Bank;700000;13.5;360;simulador-c6-bank-700-mil-360-meses;13.65;60;240
C6 Bank;700000;13.5;420;simulador-c6-bank-700-mil-420-meses;13.65;60;240
C6 Bank;750000;13.5;360;simulador-c6-bank-750-mil-360-meses;13.65;60;240
C6 Bank;750000;13.5;420;simulador-c6-bank-750-mil-420-meses;13.65;60;240
C6 Bank;800000;13.5;360;simulador-c6-bank-800-mil-360-meses;13.65;60;240
C6 Bank;800000;13.5;420;simulador-c6-bank-800-mil-420-meses;13.65;60;240
C6 Bank;850000;13.5;360;simulador-c6-bank-850-mil-360-meses;13.65;60;240
C6 Bank;850000;13.5;420;simulador-c6-bank-850-mil-420-meses;13.65;60;240
C6 Bank;900000;13.5;360;simulador-c6-bank-900-mil-360-meses;13.65;60;240
C6 Bank;900000;13.5;420;simulador-c6-bank-900-mil-420-meses;13.65;60;240
C6 Bank;950000;13.5;360;simulador-c6-bank-950-mil-360-meses;13.65;60;240
C6 Bank;950000;13.5;420;simulador-c6-bank-950-mil-420-meses;13.65;60;240
C6 Bank;1000000;13.5;360;simulador-c6-bank-1000-mil-360-meses;13.65;60;240
C6 Bank;1000000;13.5;420;simulador-c6-bank-1000-mil-420-meses;13.65;60;240
C6 Bank;1050000;13.5;360;simulador-c6-bank-1050-mil-360-meses;13.65;60;240
C6 Bank;1050000;13.5;420;simulador-c6-bank-1050-mil-420-meses;13.65;60;240
C6 Bank;1100000;13.5;360;simulador-c6-bank-1100-mil-360-meses;13.65;60;240
C6 Bank;1100000;13.5;420;simulador-c6-bank-1100-mil-420-meses;13.65;60;240
C6 Bank;1150000;13.5;360;simulador-c6-bank-1150-mil-360-meses;13.65;60;240
C6 Bank;1150000;13.5;420;simulador-c6-bank-1150-mil-420-meses;13.65;60;240
C6 Bank;1200000;13.5;360;simulador-c6-bank-1200-mil-360-meses;13.65;60;240
C6 Bank;1200000;13.5;420;simulador-c6-bank-1200-mil-420-meses;13.65;60;240
C6 Bank;1250000;13.5;360;simulador-c6-bank-1250-mil-360-meses;13.65;60;240
C6 Bank;1250000;13.5;420;simulador-c6-bank-1250-mil-420-meses;13.65;60;240
C6 Bank;1300000;13.5;360;simulador-c6-bank-1300-mil-360-meses;13.65;60;240
C6 Bank;1300000;13.5;420;simulador-c6-bank-1300-mil-420-meses;13.65;60;240
C6 Bank;1350000;13.5;360;simulador-c6-bank-1350-mil-360-meses;13.65;60;240
C6 Bank;1350000;13.5;420;simulador-c6-bank-1350-mil-420-meses;13.65;60;240
C6 Bank;1400000;13.5;360;simulador-c6-bank-1400-mil-360-meses;13.65;60;240
C6 Bank;1400000;13.5;420;simulador-c6-bank-1400-mil-420-meses;13.65;60;240
C6 Bank;1450000;13.5;360;simulador-c6-bank-1450-mil-360-meses;13.65;60;240
C6 Bank;1450000;13.5;420;simulador-c6-bank-1450-mil-420-meses;13.65;60;240
C6 Bank;1500000;13.5;360;simulador-c6-bank-1500-mil-360-meses;13.65;60;240
C6 Bank;1500000;13.5;420;simulador-c6-bank-1500-mil-420-meses;13.65;60;240
Poupex;150000;10.8;360;simulador-poupex-150-mil-360-meses;10.95;90;420
Poupex;150000;10.8;420;simulador-poupex-150-mil-420-meses;10.95;90;420
Poupex;200000;10.8;360;simulador-poupex-200-mil-360-meses;10.95;90;420
Poupex;200000;10.8;420;simulador-poupex-200-mil-420-meses;10.95;90;420
Poupex;250000;10.8;360;simulador-poupex-250-mil-360-meses;10.95;90;420
Poupex;250000;10.8;420;simulador-poupex-250-mil-420-meses;10.95;90;420
Poupex;300000;10.8;360;simulador-poupex-300-mil-360-meses;10.95;90;420
Poupex;300000;10.8;420;simulador-poupex-300-mil-420-meses;10.95;90;420
Poupex;350000;10.8;360;simulador-poupex-350-mil-360-meses;10.95;90;420
Poupex;350000;10.8;420;simulador-poupex-350-mil-420-meses;10.95;90;420
Poupex;400000;10.8;360;simulador-poupex-400-mil-360-meses;10.95;90;420
Poupex;400000;10.8;420;simulador-poupex-400-mil-420-meses;10.95;90;420
Poupex;450000;10.8;360;simulador-poupex-450-mil-360-meses;10.95;90;420
Poupex;450000;10.8;420;simulador-poupex-450-mil-420-meses;10.95;90;420
Poupex;500000;10.8;360;simulador-poupex-500-mil-360-meses;10.95;90;420
Poupex;500000;10.8;420;simulador-poupex-500-mil-420-meses;10.95;90;420
Poupex;550000;10.8;360;simulador-poupex-550-mil-360-meses;10.95;90;420
Poupex;550000;10.8;420;simulador-poupex-550-mil-420-meses;10.95;90;420
Poupex;600000;10.8;360;simulador-poupex-600-mil-360-meses;10.95;90;420
Poupex;600000;10.8;420;simulador-poupex-600-mil-420-meses;10.95;90;420
Poupex;650000;10.8;360;simulador-poupex-650-mil-360-meses;10.95;90;420
Poupex;650000;10.8;420;simulador-poupex-650-mil-420-meses;10.95;90;420
Poupex;700000;10.8;360;simulador-poupex-700-mil-360-meses;10.95;90;420
Poupex;700000;10.8;420;simulador-poupex-700-mil-420-meses;10.95;90;420
Poupex;750000;10.8;360;simulador-poupex-750-mil-360-meses;10.95;90;420
Poupex;750000;10.8;420;simulador-poupex-750-mil-420-meses;10.95;90;420
Poupex;800000;10.8;360;simulador-poupex-800-mil-360-meses;10.95;90;420
Poupex;800000;10.8;420;simulador-poupex-800-mil-420-meses;10.95;90;420
Poupex;850000;10.8;360;simulador-poupex-850-mil-360-meses;10.95;90;420
Poupex;850000;10.8;420;simulador-poupex-850-mil-420-meses;10.95;90;420
Poupex;900000;10.8;360;simulador-poupex-900-mil-360-meses;10.95;90;420
Poupex;900000;10.8;420;simulador-poupex-900-mil-420-meses;10.95;90;420
Poupex;950000;10.8;360;simulador-poupex-950-mil-360-meses;10.95;90;420
Poupex;950000;10.8;420;simulador-poupex-950-mil-420-meses;10.95;90;420
Poupex;1000000;10.8;360;simulador-poupex-1000-mil-360-meses;10.95;90;420
Poupex;1000000;10.8;420;simulador-poupex-1000-mil-420-meses;10.95;90;420
Poupex;1050000;10.8;360;simulador-poupex-1050-mil-360-meses;10.95;90;420
Poupex;1050000;10.8;420;simulador-poupex-1050-mil-420-meses;10.95;90;420
Poupex;1100000;10.8;360;simulador-poupex-1100-mil-360-meses;10.95;90;420
Poupex;1100000;10.8;420;simulador-poupex-1100-mil-420-meses;10.95;90;420
Poupex;1150000;10.8;360;simulador-poupex-1150-mil-360-meses;10.95;90;420
